"reference","reef.number","name","formation","system","series","interval","latitude","longitude","biota.main","country","collection.pbdb","remarks","authors","year","title","editors","paper","number","pages"
381,450,"Stránska skála ","  ","Jurassic ","Upper Jurassic ","Oxfordian ",49.0833,16.5,"Corals ","Czech Republic ","61227 ","Coral patch reefs are mentioned, no detailed description. Taxonomy in Eliasova (1994)","Eliás, M., Eliásová, H. ",1986,"Elevation facies of the Malm in Moravia. - ","  ","Geol. Zbornik - Geol. Carpathica ","37 ","533-550 "
381,452,"Vel. Pavlovice ","  ","Jurassic ","Upper Jurassic ","Tithonian ",48.9,16.8167,"Corals ","Czech Republic ","68783 ","Blocks of Pavlov carbonate platform margin in Carpathian flysch. Perhaps late Tithonian-Berriasian","Eliás, M., Eliásová, H. ",1986,"Elevation facies of the Malm in Moravia. - ","  ","Geol. Zbornik - Geol. Carpathica ","37 ","533-550 "
381,451,"Stránska skála ","  ","Jurassic ","Upper Jurassic ","Tithonian ",49.0833,16.5,"Corals ","Czech Republic ",""," ","Eliás, M., Eliásová, H. ",1986,"Elevation facies of the Malm in Moravia. - ","  ","Geol. Zbornik - Geol. Carpathica ","37 ","533-550 "
383,454,"Belleme, Normandy ","  ","Jurassic ","Upper Jurassic ","Oxfordian/Kimmeridgian ",48.3667,0.5667,"Corals ","France ","23539 ","Mud bank rather than reef. Upper Oxfordian-Kimmeridgian. Almost only one species: Thamnasteria dendroidea. Some fragments of Montlivaltia and Stylinidae. Additionally scarce bryozoa, solenoporaceans, worms and bivalves.","Beauvais, L. ",1985,"Les Madreporaires jurassiques indicateurs de paleoenvironments: quelques exemples. - ","  ","Palaeogeogr., Palaeogclimatol., Palaeoecol. ","49 ","207-215 "
385,455,"Steeple Ashton, England ","  ","Jurassic ","Upper Jurassic ","upper Oxfordian ",51.3333,-1.8333,"Corals ","United Kingdom ","35300 ","Upper Oxfordian Fore reef deposits only. Other locality is Haydon Wick (ref. 1765).","Negus, P., Beauvais, L. ",1979,"The corals of Steeple Ashton, Wiltshire (English upper Oxfordian). - ","  ","Proc. Geol. Assoc. London ","90 ","213-227 "
386,456,"Haudainville, Lorraine ","  ","Jurassic ","Upper Jurassic ","middle Oxfordian ",49.1,5.4,"Corals ","France ","35309 ","Superposition of small bioherms.Middle Oxfordian","Beauvais, L., Hilly, J. & Haguenauer, B. ",1980,"Etude d'une formation récifale rythmique dans le Jurassique supérieur des environs de Verdun (Meuse). - ","  ","8ème R.A.S.T. ","  ","30 "
387,457,"Fairford, England ","  ","Jurassic ","Middle Jurassic ","Bathonian ",51.7333,-1.7833,"Corals ","United Kingdom ","","Extremely diverse corals. Diverse growth forms. Poor additional fauna. Echinoderms, brachiopods (rynchonellids), mollusks, serpulids.","Beauvais, L., Negus, P. ",1975,"The Fairford coral beds. - ","  ","Proc. Geol. Assoc. London ","86 ","183-204 "
388,458,"Morestel ","  ","Jurassic ","Upper Jurassic ","Kimmeridgian ",45.6667,5.4667,"Corals ","France ","","Upper Kimmeridgian. Barrier reef mentioned but only corals described. Stylina, Adelocoenia, Cryptocoenia and Ovalastaea dominate.","Beauvais, L., Bernier, P. ",1981,"Quelques espèces nouvelles de Madréporaires dans le Kimméridgien supérieur du Jura. - ","  ","Géobios ","14 ","173-189 "
388,459,"Reculet ","  ","Jurassic ","Upper Jurassic ","upper Kimmeridgian ",46.25,5.9167,"Corals ","France ","68507 "," ","Beauvais, L., Bernier, P. ",1981,"Quelques espèces nouvelles de Madréporaires dans le Kimméridgien supérieur du Jura. - ","  ","Géobios ","14 ","173-189 "
389,460,"Dobrogea II ","Tichibesti ","Jurassic ","Middle Jurassic ","Bathonian ",44.3333,28.5,"Corals ","Romania ","","Reworked reef blocks. Reefs developed under a constant siliciclastic input, only allowing for the growth of generally small-sized, short-lived coral faunas within three distinct, successive assemblages. Remarkably, corals grew especially in tranquil muddy inner platform environments, whereas exposed, agitated platform settings showed only subordinate coral growth","Beauvais, L., Draganescu, A. ",1985,"Les faciès à Scléractiniaires du Jurassique moyen (Formation de Tichibesti) da la Dobrogea centrale (S.-E. de la Roumanie). - ","  ","Mém. Inst. Géol. Géophys. Bucarest ","32 ","82 pp. "
390,461,"Dangovato ","  ","Jurassic ","Upper Jurassic ","Oxfordian ",-23.0833,44.3333,"Corals ","Madagascar ","","Formerly based on wrong data citing Pichon (1969, recent reef) and Beavauis (1985, Bathonian-Callovian reefs). Mette (2004) reports rich coral faunas. Age unclear (Callov to Kimmeridgian).","Mette, W. ",2004,"Middle to Upper Jurassic sedimentary sequences and marine biota of the early Indian Ocean (Southwest Madagascar): some biostratigraphic, palaeoecologic and palaeobiogeographic conclusions ","  ","Journal of African Earth Sciences ","38 ","331-342 "
391,462,"Ankotoboka ","  ","Jurassic ","Middle Jurassic ","upper Bathonian ",-23.8333,44.3333,"Corals ","Madagascar ","86407 ","Calm water behind reef barrier. Ref. 391 not seen. Upper Bathonian","Alloiteau, J. ",1958,"Monographie des Madréporaires de Madagascar. - ","  ","Ann. Géol. Madagascar ","25 ","218 pp. "
391,2612,"Ankotrofotsy-Masiadolo ","  ","Cretaceous ","Upper Cretaceous ","Coniacian-Santonian ",-18.6833,44.45,"Corals ","Madagascar ","86510 ","Actinastrea, Caryosmilia, Vallimeandra, Dimorphastrea, Thamnoseris, Microsolena and Actinacis as reef builders.","Alloiteau, J. ",1958,"Monographie des Madréporaires de Madagascar. - ","  ","Ann. Géol. Madagascar ","25 ","218 pp. "
391,463,"Ankotoboka II ","  ","Jurassic ","Middle Jurassic ","Callovian ",-20.5,45.3333,"Corals ","Madagascar ","86478 ","Position doubtful. Calm water behind reef barrier.","Alloiteau, J. ",1958,"Monographie des Madréporaires de Madagascar. - ","  ","Ann. Géol. Madagascar ","25 ","218 pp. "
392,464,"Maghara Massif ","  ","Jurassic ","Middle Jurassic ","Bathonian/Callovian ",30.7333,33.4167,"Corals ","Egypt ",""," ","Farag, J.A.M. ",1959,"Contribution to the study of the Jurassic formation in the Maghara Massif (Northern Sinai, Egypt). - ","  ","Egypt Journ. Geol. ","3/2 ","175-199 "
393,465,"Meillon ","  ","Jurassic ","Upper Jurassic ","lower Kimmeridgian ",43.2667,-0.3,"Corals ","France ","","Early Kimmeridgian. Strongly recrystallised. Coral biostrome.","Carozzi, A.-V., Bouroullec, J., Deloffre, R. & Rumeau, J.-L. ",1972,"Microfaciès du Jurassique d'Aquitaine. - ","  ","Bull. Centre Recherches Pau - SNPA, Vol. spec. ","1 ","594 pp. "
394,466,"Turner Valley, Alberta ","  ","Carboniferous ","Lower Carboniferous ","Osagean ",50.7167,-114.3167,"Echinoderms ","Canada ","","Probably Waulsortian bioherm. But possibly not.","Thomas, G.E., Glaister, R.P. ",1960,"Facies and porosity relationships in some Mississippian carbonate cycles of western Canada Basin. - ","  ","AAPG Bull. ","44 ","569-588 "
395,467,"Grenora, North Dakota ","Ratcliffe ","Carboniferous ","Lower Carboniferous ","Meramecian ",48.6333,-103.9167,"Microbes ","United States ","","Productive reservoir in 1966","Hansen, A.R. ",1966,"Reef trends of Mississippian Ratcliffe Zone, northeast Montana and northwest North Dakota. - ","  ","AAPG Bull. ","50 ","2260-2268 "
395,468,"Sheridan County, Montana ","Ratcliffe ","Carboniferous ","Lower Carboniferous ","Meramecian ",48.9333,-104.0833,"Microbes ","United States ",""," ","Hansen, A.R. ",1966,"Reef trends of Mississippian Ratcliffe Zone, northeast Montana and northwest North Dakota. - ","  ","AAPG Bull. ","50 ","2260-2268 "
396,469,"Muskogee County, Oklahoma ","Sausbee ","Carboniferous ","Middle Carboniferous ","Bashkirian ",35.55,-95.1333,"Algae ","United States ","76468 ","Stabilisation and initiation by cyanophyceans and algae only. Diverse reef fauna in diversification stage: Brachiopods, bryozoans, pelmatozoans, and rugose and tabulate corals. Domination by cyanophyceans or encrusting bryozoans. Trypanites borings","Bonem, R.M. ",1978,"Early Pennsylvanian algal-bryozoan bioherms: developmental phases and associations. - ","  ","Alcheringa ","2 ","55-64 "
397,470,"Plassen ","  ","Jurassic ","Upper Jurassic ","Kimmeridgian/Tithonian ",47.55,13.6167,"Corals ","Austria ","","Reef fauna comprises coral, algae, hydrozoans and tabulozoans.","Fenninger, A. ",1967,"Riffentwicklung im ostalpinen Malm. - ","  ","Geologische Rundschau ","56 ","171-185 "
398,472,"Tizi n' Tizint ","  ","Jurassic ","Lower Jurassic ","Domerian ",31.6333,-6.3333,"Non-rudist bivalves ","Morocco ","","Almost monospecific assemblage of Cochlearites. Very small mounds of 2-3 m size","Lee, C.W. ",1983,"Bivalve mounds and reefs of the central High Atlas, Morocco. - ","  ","Palaeogeogr., Palaeoclimatol., Palaeoecol. ","43 ","153-168 "
398,471,"Assemsouk, High Atlas ","Jebel Rihat ","Jurassic ","Lower Jurassic ","Domerian ",31.7167,-6.2,"Non-rudist bivalves ","Morocco ","21261 ","Large Opisoma mounds inter- to subtidal. Opisomia bank overlain by oncolites overlain by Cochlearites biostrome. Small fore reef talus with corals and Opisomia.","Lee, C.W. ",1983,"Bivalve mounds and reefs of the central High Atlas, Morocco. - ","  ","Palaeogeogr., Palaeoclimatol., Palaeoecol. ","43 ","153-168 "
399,430,"Isle of Man, Great Britain ","  ","Carboniferous ","Lower Carboniferous ","Asbian ",54.0833,-4.75,"Microbes ","United Kingdom ","","Cracoen type reefs.","Mundy, D.J.C. ",1994,"Microbialite-sponge-bryozoan-coral framestones in Lower Carboniferous (Late Visean) buildups of northern England (UK). - ","  ","Canadian Soc. Petroleum Geol. Memoir ","17 ","713-729 "
399,428,"Stebden Hill, Cracoe, Great Britain ","  ","Carboniferous ","Lower Carboniferous ","Asbian ",54.05,-2.0167,"Microbes ","United Kingdom ","28383 ","Stebden Hill is type locality for Cracoen type reefs (data in Paleobiology Database) Framework composed of microbes, bryozoans, lithistid sponges and solitary rugose corals.","Mundy, D.J.C. ",1994,"Microbialite-sponge-bryozoan-coral framestones in Lower Carboniferous (Late Visean) buildups of northern England (UK). - ","  ","Canadian Soc. Petroleum Geol. Memoir ","17 ","713-729 "
401,474,"Epidauros ","  ","Triassic ","Upper Triassic ","Norian ",37.5833,23.0667,"Calcisponges ","Greece ",""," ","Varty-Matararanga M., Matarangas, D. ",1991,"Faseis apothesis kai diagenetika fainomena stoys 'Asvestolithoys Pantokratora' Argolidas (periochi Tasoylaitka-Karnazaitka). - ","  ","Bull. Geol. Soc. Greece ","25 ","339-354 "
402,475,"Raxalpe/Heukuppe ","Wetterstein Limestone ","Triassic ","Upper Triassic ","lower Carnian ",47.7,15.65,"Tubiphytes ","Austria ","49322 ","Typical Wetterstein Limestone with Tubiphytes and cyanophyceans as main reef builders. Encrusting forams also important. Locally coral patch reefs","Piros, O., Mandl, G.W., Lein, R., Pavlik, W., Bérczi-Makk, A., Siblik, M. & Lobitzer, H. ",1994,"Dasycladaceen-Assoziationen aus triadischen Seichtwasserkarbonaten des Ostabschnittes der Nördlichen Kalkalpen. - ","  ","Jubiäumsschrift 20 Jahre Geol. Zusammenarbeit Öster.-Ungarn ","2 ","343-362 "
402,477,"Josvafo, Aggtelek Karst ","  ","Triassic ","Middle Triassic ","Anisian-Ladinian ",48.5,20.55,"  ","Hungary ","38049 ","Illyrian to Fassanian","Piros, O., Mandl, G.W., Lein, R., Pavlik, W., Bérczi-Makk, A., Siblik, M. & Lobitzer, H. ",1994,"Dasycladaceen-Assoziationen aus triadischen Seichtwasserkarbonaten des Ostabschnittes der Nördlichen Kalkalpen. - ","  ","Jubiäumsschrift 20 Jahre Geol. Zusammenarbeit Öster.-Ungarn ","2 ","343-362 "
402,476,"Gösing ","Wetterstein Limestone ","Triassic ","Upper Triassic ","lower Carnian ",47.7667,15.9167,"Tubiphytes ","Austria ","","Same as 475 was Ladinian/Carnian","Piros, O., Mandl, G.W., Lein, R., Pavlik, W., Bérczi-Makk, A., Siblik, M. & Lobitzer, H. ",1994,"Dasycladaceen-Assoziationen aus triadischen Seichtwasserkarbonaten des Ostabschnittes der Nördlichen Kalkalpen. - ","  ","Jubiäumsschrift 20 Jahre Geol. Zusammenarbeit Öster.-Ungarn ","2 ","343-362 "
403,478,"Szendrö ","  ","Carboniferous ","Middle Carboniferous ","Visean/Serpukhovian ",48.4667,20.6667,"  ","Hungary ","","Up to lower Bashkirian Reef facies completely recrystallised owing to greenschist facies metamorphism.","Ebner, F., Kovacs, S. & Schönlaub, H.P. ",1991,"Das klassische Karbon in Österreich und Ungarn - ein Vergleich der sedimentären fossilführenden Vorkommen. - ","  ","Jubiäumsschrift 20 Jahre Geol. Zusammenarbeit Öster.-Ungarn ","1 ","263-294 "
404,480,"Abadeh II ","  ","Permian ","Middle Permian ","Guadalupian ",31.1,52.6667,"Corals ","Iran ","75767 ","Some high-Mg calcitic rugosans","Gräf, W. ",1964,"Permische Korallen aus dem Zagros-Gebirge, dem Elburz und aus Azerbeidjan, Iran. - ","  ","Senckenbergiana Lethaea ","45 ","381-432 "
404,479,"Abadeh ","  ","Permian ","Lower Permian ","Artinskian ",31.1,52.6667,"Corals ","Iran ","","Only systematic description of corals in ref. 404.","Gräf, W. ",1964,"Permische Korallen aus dem Zagros-Gebirge, dem Elburz und aus Azerbeidjan, Iran. - ","  ","Senckenbergiana Lethaea ","45 ","381-432 "
404,481,"Firuzkuh ","  ","Permian ","Middle Permian ","Guadalupian ",35.7333,52.8333,"Corals ","Iran ","","Only systematic description of corals in ref. 404. Waagenophyllum biostrome","Gräf, W. ",1964,"Permische Korallen aus dem Zagros-Gebirge, dem Elburz und aus Azerbeidjan, Iran. - ","  ","Senckenbergiana Lethaea ","45 ","381-432 "
405,483,"Altensteig II ","  ","Jurassic ","Upper Jurassic ","lower Tithonian ",48.0833,10.75,"Tubiphytes ","Germany ","68092 ","Almost monospecific Tubiphytes reef. Total thickness 20-30 m. Boundstones only a few m. Associated with oolites.","Pomoni-Papaioannou F, Flügel, E. & Koch, R. ",1989,"Depositional environments and diagenesis of Upper Jurassic subsurface sponge- and Tubiphytes reef limestones: Altensteig 1 well, western Molasse Basin, Southern Germany. - ","  ","Facies ","21 ","263-284 "
405,482,"Altensteig ","  ","Jurassic ","Upper Jurassic ","Kimmeridgian/Tithonian ",48.0833,10.75,"Microbes ","Germany ","68090 ","Tubiphytes relatively important forming reefs up section. Other encrusters are serpulida and bryozoans.","Pomoni-Papaioannou F, Flügel, E. & Koch, R. ",1989,"Depositional environments and diagenesis of Upper Jurassic subsurface sponge- and Tubiphytes reef limestones: Altensteig 1 well, western Molasse Basin, Southern Germany. - ","  ","Facies ","21 ","263-284 "
406,484,"Graisbach ","  ","Jurassic ","Upper Jurassic ","lower Tithonian ",48.7333,10.8,"Tubiphytes ","Germany ","","Tubiphytes and siliceous songes make up most of the reef.","Trauth, S. ",1986,"Faziesanalyse flachmariner Tubiphyten-Riffkalke mit verzahnendem Korallen-Fleckenriff und hangenden Bankkalken (Malm zeta 3-4) in Graisbach (südliche Frankenalb). - ","  ","Unpubl. Diploma-Thesis, Univ. Erlangen ","  ","49 pp. "
407,485,"Ota ","Ota Limestone ","Jurassic ","Upper Jurassic ","Kimmeridgian ",39.0667,-9,"Corals ","Portugal ","25327 ","Late Oxfordian to late Kimmeridgian. Besides corals and microbes, Tubiphytes is quite important. Abstract of ref. 407: Upper Jurassic reefs rich in microbial crusts generally appear in deeper (sponge - 'algal' crust reefs) or in very shallow but protected settings (coral or coral-coralline sponge meadows with 'algal' crusts). UpperJurassic high energy reefs (coral reefs and coral-stromatoporoid reefs) normally lack major participation of microbial crusts but rather represent huge bioclastic piles with only minor framestone patches preserved. An exception to this rule is represented by the high energy, coral-'algal' Ota Reef from the Kimmeridgian of the Lusitanian Basin (Portugal) . The narrow Ota Reef tract rims a small intra-basinal carbonate platform exhibiting perfect facies zonation (from W to E: Reef tract, back reef sands, peritidal belt, low-energy shallow lagoon) . The reef is dominated by massive corals (Thamnasteria, Microsolena, Stylina). Complete preservation of coral framework is rare: like other Upper Jurassic high-energy reefs, the Ota Reef is very rich in debris. However, this debris is largely stabilized by algal and microbial crusts, what contrasts the other examples and gives the Ota Reef the appearance of a typical modem high-energy coral-melobesioid algal reef. Further similarities to modern reefs are the likely existence of a spur-and-groove system, the perfect sheltering of inner platform areas and the occurrence of small islands, as indicated by local blackenings and early vadose and karstic features. The exceptional character of the Ota Reef is thought to be due to the establishment of an equilibrated sediment balance. In a modern high-energy reef, physical and bio logical genereration of debris is compensated by (1) stabilization of loose debris by binding organisms, chiefly melobesioid algae, (2) accelerated coral-growth in order to keep pace with sedimentation, and (3) export of surplus material into back reef and fore reef areas through wave action. Since during the Late Jurassic, fast growing corals were rare and only less effective microbial binders were available, sediment balance could normally not be achieved in a comparable high-energy setting. This resulted in the increasing loss of stable bottom due to sedimentation and eventual suffocation of reef patches. However, in the Ota example the existence of a steep by-pass margin accounted for equilibrated sediment balance: (1) Along the steep margin additional gravitational export was possible. (2) The steepness of the margin kept the reef tract narrow, so that it could be well winnowed by a longshore current system along the east side of the basin. (3) The remaining loose debris could, to a large extent, be stabilized by the available algal-like and microbial binders (thrombolitic-peloidal crusts, Bacinella, Lithocodium, Thaumatoporella, Tubiphytes).","Leinfelder, R.R. ",1992,"A modern-type Kimmeridgian reef (Ota Limestone, Portugal): implications for Jurassic reef models. - ","  ","Facies ","26 ","11-34 "
